C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_352.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_352.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_352.jpg,0,0.110211,0,27.65272
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_425.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_425.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_425.jpg,0,0.2793468,0,27.62077
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_498.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_498.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_498.jpg,0,0.5230355,0,27.78857
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_573.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_573.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_573.jpg,0,0.7759064,0,28.17976
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_647.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_647.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_647.jpg,0,0.9958764,0,28.79712
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_713.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_713.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_713.jpg,-0.04291845,1,0,29.34881
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_786.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_786.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_786.jpg,-0.2532189,1,0,30.0436
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_862.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_862.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_862.jpg,-0.416309,1,0,30.15366
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_52_935.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_52_935.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_52_935.jpg,-0.5536481,1,0,30.14471
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_007.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_007.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_007.jpg,0,1,0,30.18214
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_075.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_075.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_075.jpg,0,1,0,30.18748
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_142.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_142.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_142.jpg,0,1,0,30.18962
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_211.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_211.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_211.jpg,0,1,0,30.19031
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_279.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_279.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_279.jpg,0,1,0,30.19041
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_350.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_350.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_350.jpg,0,1,0,30.19045
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_424.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_424.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_424.jpg,0,1,0,30.19049
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_498.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_498.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_498.jpg,0,1,0,30.19046
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_573.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_573.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_573.jpg,0,1,0,30.19045
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_646.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_646.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_646.jpg,-0.004291845,1,0,30.1904
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_717.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_717.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_717.jpg,-0.01287554,1,0,30.19033
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_790.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_790.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_790.jpg,-0.02145923,1,0,30.19021
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_860.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_860.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_860.jpg,-0.02575107,1,0,30.19026
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_53_934.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_53_934.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_53_934.jpg,0,1,0,30.18993
C:\Users\harsa\Documents\Simulation Data\IMG\center_2022_04_17_23_44_54_001.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\left_2022_04_17_23_44_54_001.jpg,C:\Users\harsa\Documents\Simulation Data\IMG\right_2022_04_17_23_44_54_001.jpg,0,1,0,30.19016
